graph_id,num_nodes,num_edges,label,aggregated_features
696,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
48,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
48,10,9,0,"[0.9912675023078918, 0.997603178024292, 0.996992826461792, 0.9791356325149536, 0.9933815598487854, 0.9902573823928833, 0.015300807543098927, 0.0059291888028383255, 0.004581022541970015, 0.001246594125404954]"
48,10,9,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
518,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
518,11,10,2,"[0.9812459945678711, -0.02186187170445919, -0.009356905706226826, 0.00264662504196167, -0.004169701132923365, 0.0006580742774531245, 0.014855441637337208, 0.0025261547416448593, 0.010353446006774902, -0.011529154144227505, 0.015517167747020721]"
518,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
312,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
312,9,8,1,"[1.0207628011703491, 0.9955122470855713, 0.9779329299926758, 0.9947815537452698, 1.0023800134658813, 0.9955155849456787, -0.01596854068338871, 0.007528184913098812, 0.0037681676913052797]"
312,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
114,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
114,10,9,0,"[1.0081031322479248, 1.0112799406051636, 1.024722695350647, 0.9966978430747986, 0.9975863099098206, 1.013228416442871, -0.0018947399221360683, -0.010756822302937508, -0.0019251274643465877, 0.004326030611991882]"
114,10,9,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
652,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
652,11,10,2,"[0.9952738881111145, -0.004701373632997274, -0.004261421971023083, -0.002844814909622073, -0.011044350452721119, 0.006607742048799992, 0.0018546927021816373, 0.011691244319081306, 0.0033372770994901657, -0.020252002403140068, -0.013716115616261959]"
652,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
373,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
373,9,8,1,"[0.9978983998298645, 0.0002062165440293029, 0.0005003229016438127, -0.007929747924208641, -0.007937084883451462, -0.0004720668657682836, -0.0027253413572907448, 0.005066782236099243, -0.007143412716686726]"
373,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
406,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
406,9,8,1,"[1.003541111946106, -0.014800871722400188, 0.01220495905727148, 0.016065863892436028, -0.005958834197372198, -0.019899917766451836, 0.004817542154341936, 0.0133657930418849, 0.014060694724321365]"
406,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
371,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
371,9,8,1,"[0.9951552152633667, 0.005359157919883728, -0.0016379550797864795, -0.010900595225393772, -0.012954368256032467, 0.002513457089662552, -0.012827456928789616, -0.002879028907045722, -0.0005851162131875753]"
371,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
317,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
317,9,8,1,"[0.998060941696167, 1.009975790977478, 0.9919919967651367, 0.9956377744674683, -0.020659321919083595, 0.011123248375952244, -0.01715601049363613, 0.007533038500696421, 0.0014416947960853577]"
317,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
612,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
612,11,10,2,"[0.9969021677970886, 1.0064247846603394, 0.9981279373168945, 0.9910283088684082, -0.007461955305188894, 0.010085336863994598, 0.006093016359955072, 0.0015682254452258348, -0.011659379117190838, 0.00626823864877224, 0.00150240957736969]"
612,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
636,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
636,11,10,2,"[0.9933035969734192, -0.010595987550914288, 0.014505251310765743, -0.016729095950722694, -0.014833839610219002, -0.01652497425675392, -0.01693771407008171, 0.016041584312915802, 0.0038396960590034723, 0.0028309228364378214, 0.019316235557198524]"
636,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
625,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
625,11,10,2,"[0.999849259853363, 1.0188140869140625, 0.9852764010429382, 1.0024263858795166, 0.009563115425407887, 0.001494543394073844, -0.004688304383307695, 0.0017570927739143372, 0.0029081886168569326, 0.007209665607661009, 0.00447824178263545]"
625,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
485,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
485,11,10,2,"[0.9801427125930786, -0.007564167957752943, -0.004309473559260368, -0.007081938441842794, -0.002242038957774639, -0.0008727025124244392, -0.006457840092480183, -0.013782299123704433, 0.00272634020075202, -0.0003317214723210782, -0.0013755736872553825]"
485,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
496,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
496,11,10,2,"[0.9888144731521606, -0.008714073337614536, 0.0032930835150182247, -0.005043569020926952, -0.009407631121575832, -0.010980210267007351, -0.012117769569158554, 0.005478783510625362, 0.0016679675318300724, -0.016667820513248444, -0.0031694103963673115]"
496,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
810,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
810,11,10,2,"[0.9912834763526917, 0.9982031583786011, 1.0011613368988037, 1.0063565969467163, 1.0004161596298218, 1.0159168243408203, 0.01619594544172287, 0.01348397321999073, 0.0008384024840779603, 0.0031637651845812798, 0.0014617438428103924]"
810,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
565,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
565,11,10,2,"[0.9854159355163574, 1.0013971328735352, 1.0038318634033203, 0.9980251789093018, 1.00592839717865, 0.9970763921737671, 1.0046558380126953, -0.025008101016283035, 0.012560536153614521, -0.007016054354608059, -0.004072015639394522]"
565,11,10,2,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
360,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
360,9,8,1,"[0.9914705157279968, 0.999427855014801, 0.9861778020858765, 0.9806602001190186, 1.0040488243103027, 0.9796559810638428, 0.9936126470565796, 1.012094259262085, 0.0005115423700772226]"
360,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
257,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
257,9,8,1,"[0.9864271879196167, 0.9971491694450378, 0.9965664744377136, 1.007184386253357, 0.021330764517188072, 0.01702716201543808, 0.007312670350074768, -0.020997216925024986, -0.006546751596033573]"
257,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
422,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
422,9,8,1,"[1.005719780921936, 0.004370556212961674, 0.020384421572089195, 0.004389132838696241, 0.0011042625410482287, -0.010563783347606659, -0.018726203590631485, -0.000866469694301486, -0.00475042499601841]"
422,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
33,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
33,10,9,0,"[0.9891409277915955, -0.015715036541223526, 0.007693512365221977, -0.0073198601603507996, -0.014933698810636997, -0.014110228978097439, 0.011564705520868301, 0.0006013934034854174, 0.021261537447571754, -0.004866048693656921]"
33,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
22,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,10,9,0,"[1.0278018712997437, 1.0108562707901, 0.9973564147949219, 1.000867247581482, -0.008426327258348465, 0.00853628758341074, -0.012994498945772648, 0.006363931577652693, 0.008143844082951546, -0.0050431424751877785]"
22,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
38,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38,10,9,0,"[1.0131170749664307, 0.9987700581550598, 0.9949930906295776, 1.0018532276153564, -0.009721494279801846, -0.005743277724832296, 0.004422191996127367, -0.00799048226326704, 0.029491590335965157, 0.006456560920923948]"
38,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
416,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
416,9,8,1,"[0.9709253311157227, -0.0027309346478432417, 0.0002604621695354581, 0.005771005060523748, -0.006989404559135437, 0.008714387193322182, -0.0072347186505794525, -0.0018343490082770586, 0.014981024898588657]"
416,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
721,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
721,11,10,2,"[1.0070204734802246, 0.9976774454116821, 1.0028740167617798, 0.9995248913764954, 0.01313217356801033, 0.006480040494352579, -0.014269991777837276, 0.005325242877006531, -0.01548202708363533, 0.015480021946132183, 0.017350371927022934]"
721,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
437,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
437,9,8,1,"[0.9941211342811584, -0.005290674511343241, 0.003454820718616247, 0.007271275389939547, -0.010238843970000744, -0.01060672476887703, -0.0014888395089656115, -0.0007340659503825009, 0.004725975915789604]"
437,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
29,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29,10,9,0,"[0.9970722794532776, 0.9997737407684326, 1.007215142250061, 1.0037959814071655, 0.007652749307453632, -0.007685531862080097, -0.001703105983324349, 0.018834661692380905, 0.0005329036503098905, 0.003989859949797392]"
29,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
46,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,10,9,0,"[0.992975652217865, 0.9835523366928101, 1.0052326917648315, 0.9994750618934631, -0.00766539853066206, 0.020888958126306534, -0.025046266615390778, -0.004489521495997906, 4.7980993258534e-05, -0.01972709223628044]"
46,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
434,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
434,9,8,1,"[0.9860472083091736, 0.9991841316223145, 0.9844856858253479, 1.001028299331665, 0.006875792983919382, -0.009948890656232834, 0.012398308143019676, -0.007060198578983545, -0.00849088840186596]"
434,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
654,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
654,11,10,2,"[0.9990926384925842, 1.0003894567489624, 0.9878563284873962, 1.0086643695831299, 1.0091485977172852, 0.9912991523742676, -0.00038776075234636664, -0.007517938036471605, -0.009164365939795971, -0.018857553601264954, -0.009955757297575474]"
654,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
328,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
328,9,8,1,"[1.0080407857894897, -0.01344415731728077, -0.0009444272145628929, -0.009279069490730762, -2.1666264728992246e-05, 0.004668289329856634, -0.011445953510701656, -0.016101930290460587, -0.007567767519503832]"
328,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
97,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
97,10,9,0,"[0.9843124747276306, 1.0096185207366943, 1.0119121074676514, 1.0001803636550903, 1.005387783050537, 0.9927839636802673, 0.001502722967416048, -0.0006940854946151376, -0.009947450831532478, -0.0027552342507988214]"
97,10,9,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
770,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
770,11,10,2,"[0.9960675835609436, 0.9892608523368835, 0.9972226619720459, 1.0086567401885986, -0.013737787492573261, 0.010960293002426624, -0.0035427820403128862, 0.008689796552062035, 0.009225609712302685, 0.0025148517452180386, -0.0027841466944664717]"
770,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
324,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
324,9,8,1,"[0.9927260279655457, 1.0083558559417725, 1.0186532735824585, 1.0144364833831787, 0.006676014047116041, 0.011306400410830975, -0.0018480592407286167, -0.00721152825281024, 0.00184131960850209]"
324,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
15,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15,10,9,0,"[0.9937320351600647, 1.014255166053772, 0.9876987934112549, 0.9941781759262085, -0.0003260443336330354, -0.018843485042452812, -0.0021492093801498413, 0.009920111857354641, 0.004338631872087717, 0.005685554817318916]"
15,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
503,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
503,11,10,2,"[1.008104920387268, -0.004457663279026747, 0.004281251225620508, -0.018205687403678894, 0.014355928637087345, 0.003014776622876525, 0.0030654456932097673, -0.01399540901184082, 0.009279413148760796, -0.008664910681545734, 0.008396279998123646]"
503,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
178,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
178,10,9,0,"[0.9894698858261108, 0.9815173745155334, 0.9960013031959534, 0.9989215135574341, -0.00044292816892266273, -0.004192075692117214, 0.023058677092194557, 0.005533387418836355, -0.0038157205563038588, -0.013317708857357502]"
178,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
637,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
637,11,10,2,"[0.9820470809936523, 0.9955284595489502, 1.0301034450531006, 1.0024269819259644, -0.0009672081214375794, 0.0018110707169398665, -0.0021951489616185427, 0.015547839924693108, -0.0005554684903472662, 0.010239061899483204, 0.003031702945008874]"
637,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
784,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
784,11,10,2,"[1.0142433643341064, 0.010968677699565887, -0.006955347023904324, -0.0013061250792816281, 0.008096168749034405, 0.010934420861303806, 0.023027654737234116, -0.004827604629099369, -0.009902897290885448, -0.01013183780014515, -0.003516497788950801]"
784,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
28,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
28,10,9,0,"[0.9898037314414978, 0.9900127649307251, 0.9954954385757446, 0.9964726567268372, -0.023750556632876396, 0.01290610060095787, 0.007116558961570263, 0.011216687969863415, 0.00015626722597517073, -0.01299290545284748]"
28,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
622,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
622,11,10,2,"[1.0112364292144775, 0.9896767735481262, 0.9783110022544861, 1.001435399055481, 0.01125076599419117, -0.0007332379464060068, 0.003360613016411662, 0.016944164410233498, -0.006642612628638744, 0.012295367196202278, 0.0010775644332170486]"
622,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
137,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
137,10,9,0,"[1.0117336511611938, 1.0067973136901855, 0.9920655488967896, 1.011783480644226, 0.004236753098666668, -0.006261455360800028, -0.007920540869235992, 0.0061198570765554905, -0.002889311872422695, 0.0023187368642538786]"
137,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
790,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
790,11,10,2,"[0.9928154349327087, 1.0155190229415894, 1.0000897645950317, 1.0177617073059082, 0.9953364729881287, 1.003585696220398, 0.001249722670763731, 0.010691714473068714, -0.004841359797865152, -0.0018517981516197324, 0.01493479311466217]"
790,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
450,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
450,9,8,1,"[0.9883409142494202, 1.0097428560256958, 0.9913598299026489, 1.0040138959884644, 0.9906652569770813, 1.0037689208984375, 0.0038428078405559063, 0.01587051711976528, -0.008938220329582691]"
450,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
261,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
261,9,8,1,"[0.9943313598632812, 1.00421142578125, 1.0052701234817505, 0.9865689873695374, 1.0082828998565674, 1.0074048042297363, 1.010868787765503, -0.0006359488470479846, 0.0017838337225839496]"
261,9,8,1,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
630,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
630,11,10,2,"[1.0196609497070312, 1.008188009262085, 1.007883071899414, 0.9914947152137756, -0.013716014102101326, 0.003915043547749519, 0.0012013600207865238, 0.022045817226171494, 0.004764997400343418, -0.000401475204853341, -0.004355273675173521]"
630,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
779,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
779,11,10,2,"[0.9703759551048279, 1.0141196250915527, 1.0037469863891602, 0.9925752282142639, 0.011029818095266819, 0.006491363514214754, 0.006886818911880255, 2.061838677036576e-05, -0.005513600539416075, -0.011774871498346329, -0.00932051707059145]"
779,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
501,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
501,11,10,2,"[0.9953402876853943, 0.0008465545251965523, -0.006995548959821463, -0.0031438444275408983, -0.004377397242933512, -0.004852324724197388, 0.005957567133009434, 0.005688725505024195, -0.014072373509407043, -0.001341489260084927, 0.008510972373187542]"
501,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
94,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,10,9,0,"[1.0013755559921265, 0.9998273253440857, 1.013289451599121, 0.998857855796814, -0.007103238720446825, -0.008059876039624214, -0.0007290418143384159, 0.007824855856597424, -0.0037000023294240236, 0.007281219586730003]"
94,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
397,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
397,9,8,1,"[0.9957183003425598, 0.9927886724472046, 0.9995201826095581, 0.9780446290969849, -0.0031083812937140465, 0.006824149750173092, -0.00450492650270462, -9.672470332589e-05, 0.012741278856992722]"
397,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
517,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
517,11,10,2,"[1.0036365985870361, 1.001298427581787, 0.9978141784667969, 1.0088425874710083, 1.0212842226028442, 0.9929283261299133, 1.0056438446044922, -0.003121516900137067, 0.024655619636178017, -0.010576976463198662, -0.015717709437012672]"
517,11,10,2,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
764,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
764,11,10,2,"[0.9957057237625122, 0.005755282938480377, -0.022816311568021774, 0.0009764641872607172, -0.004716544412076473, -0.0038094441406428814, -0.001523827319033444, 0.0073882886208593845, 0.011372653767466545, 0.0035058234352618456, -0.011639545671641827]"
764,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
765,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
765,11,10,2,"[1.0202305316925049, 1.0121512413024902, 0.9900673627853394, 1.0055351257324219, 0.007535882294178009, 0.01927030459046364, 0.005522079300135374, 0.007445857860147953, -0.008137285709381104, 0.010279728099703789, 0.003982325550168753]"
765,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
407,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
407,9,8,1,"[0.9968422651290894, 0.9948235154151917, 0.9879211783409119, 1.023268461227417, 1.000207781791687, 0.9954804182052612, 1.0151584148406982, 1.0032567977905273, -0.003544363658875227]"
407,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
460,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
460,9,8,1,"[0.9868007302284241, 1.0088516473770142, 0.9812308549880981, 1.0175623893737793, 1.001186728477478, 1.0232417583465576, 0.987476646900177, 1.002542495727539, 0.025865545496344566]"
460,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
204,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
204,9,8,1,"[1.0062003135681152, -0.003718271153047681, 0.006382225081324577, -0.0034192390739917755, -0.0041274745017290115, -0.0032339165918529034, 0.00017147029575426131, 0.00021104914776515216, -0.02341463789343834]"
204,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
607,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
607,11,10,2,"[0.982429563999176, 0.995715856552124, 0.9927612543106079, 1.0086053609848022, 0.9921651482582092, 0.9910728931427002, 0.9936603903770447, 0.9945414066314697, 1.0055441856384277, 0.0006732073379680514, -0.013277807272970676]"
607,11,10,2,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
240,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
240,9,8,1,"[1.0135124921798706, 0.003760419087484479, -0.01562383770942688, 0.01051543839275837, -0.013174344785511494, 0.020387761294841766, 0.001495060627348721, 0.005630387458950281, -0.0013281098799780011]"
240,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
389,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
389,9,8,1,"[1.001079797744751, 0.9950953125953674, 0.9962638020515442, 1.0068496465682983, 0.01665160246193409, 0.0029477369971573353, 0.01392637100070715, 0.0037382822483778, -0.0028244820423424244]"
389,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
206,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
206,9,8,1,"[0.995665431022644, 0.012684845365583897, 0.003935980144888163, -0.00530628114938736, 0.004107922315597534, -0.005141208879649639, -0.012285122647881508, -0.005176371429115534, 0.009752593003213406]"
206,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
390,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
